target,model,season,n_games,accuracy,log_loss,mae,ats_pct
win,elo,2023,285,0.6105263157894737,0.6575744184501757,,
win,elo,2024,285,0.6701754385964912,0.6118827355770382,,
win,elo,2025,285,0.6443661971830986,0.6358117520963709,,
win,elo,2026,30,0.6,0.6736568983584551,,
win,home_team,2017,267,0.5692883895131086,0.6840926480277572,,
win,home_team,2018,267,0.5962264150943396,0.6763131577520051,,
win,home_team,2019,267,0.5225563909774437,0.6968076421666888,,
win,home_team,2020,269,0.5,0.7002093876051765,,
win,home_team,2021,285,0.5176056338028169,0.694794293895185,,
win,home_team,2022,284,0.5673758865248227,0.6848852866064058,,
win,home_team,2023,285,0.5649122807017544,0.6852758808395605,,
win,home_team,2024,285,0.5473684210526316,0.6889392763809038,,
win,home_team,2025,285,0.5352112676056338,0.6913456595080195,,
win,home_team,2026,30,0.5,0.698256603142379,,
win,lightgbm,2017,267,0.6704119850187266,0.6456123233000443,,
win,lightgbm,2018,267,0.6566037735849056,0.6630703489093371,,
win,lightgbm,2019,267,0.6203007518796992,0.6618613749658125,,
win,lightgbm,2020,269,0.664179104477612,0.6100925604414851,,
win,lightgbm,2021,285,0.6267605633802817,0.6406751607058566,,
win,lightgbm,2022,284,0.624113475177305,0.6450685304640321,,
win,lightgbm,2023,285,0.6070175438596491,0.6823510883969236,,
win,lightgbm,2024,285,0.656140350877193,0.616419003647429,,
win,lightgbm,2025,285,0.6690140845070423,0.625549767523941,,
win,lightgbm,2026,30,0.4666666666666667,0.7068389630891382,,
win,lightgbm_coherent,2017,267,0.6666666666666666,0.829788002448769,,
win,lightgbm_coherent,2018,267,0.6528301886792452,0.7434737550334307,,
win,lightgbm_coherent,2019,267,0.6466165413533834,0.7653254129080267,,
win,lightgbm_coherent,2020,269,0.6455223880597015,0.6742371920453953,,
win,lightgbm_coherent,2021,285,0.6161971830985915,0.7239888199320612,,
win,lightgbm_coherent,2022,284,0.6382978723404256,0.6842641293303959,,
win,lightgbm_coherent,2023,285,0.631578947368421,0.7370925008823342,,
win,lightgbm_coherent,2024,285,0.6771929824561403,0.6422075902073016,,
win,lightgbm_coherent,2025,285,0.647887323943662,0.6578406084080967,,
win,lightgbm_coherent,2026,30,0.5666666666666667,0.7377201291216476,,
win,lightgbm_plus_vegas,2017,267,0.6554307116104869,0.6248456818005762,,
win,lightgbm_plus_vegas,2018,267,0.6415094339622641,0.6637899310267547,,
win,lightgbm_plus_vegas,2019,267,0.650375939849624,0.6394572092980455,,
win,lightgbm_plus_vegas,2020,269,0.6865671641791045,0.5830773178763995,,
win,lightgbm_plus_vegas,2021,285,0.6338028169014085,0.6221452374235927,,
win,lightgbm_plus_vegas,2022,284,0.6631205673758865,0.6234261813216057,,
win,lightgbm_plus_vegas,2023,285,0.624561403508772,0.6616992626694911,,
win,lightgbm_plus_vegas,2024,285,0.7087719298245614,0.5944423897599557,,
win,lightgbm_plus_vegas,2025,285,0.6549295774647887,0.6181900409271528,,
win,lightgbm_plus_vegas,2026,30,0.6,0.6847622806901156,,
win,linear,2017,267,0.6629213483146067,0.6397947916560646,,
win,linear,2018,267,0.6679245283018868,0.628880606326247,,
win,linear,2019,267,0.631578947368421,0.677075870904999,,
win,linear,2020,269,0.6529850746268657,0.6221401848561714,,
win,linear,2021,285,0.6373239436619719,0.6415820108306196,,
win,linear,2022,284,0.6453900709219859,0.6361817528486102,,
win,linear,2023,285,0.6175438596491228,0.668991465324312,,
win,linear,2024,285,0.6842105263157895,0.6163198127027161,,
win,linear,2025,285,0.6338028169014085,0.6244202826619164,,
win,linear,2026,30,0.43333333333333335,0.7259434920886385,,
win,linear_coherent,2017,267,0.6666666666666666,0.6454729603747296,,
win,linear_coherent,2018,267,0.6566037735849056,0.6168034977108284,,
win,linear_coherent,2019,267,0.6428571428571429,0.6655828269712207,,
win,linear_coherent,2020,269,0.6567164179104478,0.6207477181258376,,
win,linear_coherent,2021,285,0.6549295774647887,0.6481007881146778,,
win,linear_coherent,2022,284,0.6418439716312057,0.6336273198755168,,
win,linear_coherent,2023,285,0.6350877192982456,0.6567552845068598,,
win,linear_coherent,2024,285,0.6736842105263158,0.6116070444622849,,
win,linear_coherent,2025,285,0.6373239436619719,0.6254822622877819,,
win,linear_coherent,2026,30,0.5,0.7069379783716742,,
win,linear_plus_vegas,2017,267,0.6591760299625468,0.6237907720375957,,
win,linear_plus_vegas,2018,267,0.6792452830188679,0.6221921627854601,,
win,linear_plus_vegas,2019,267,0.6541353383458647,0.6571703438095456,,
win,linear_plus_vegas,2020,269,0.6902985074626866,0.5985473667396298,,
win,linear_plus_vegas,2021,285,0.6619718309859155,0.6205332029479476,,
win,linear_plus_vegas,2022,284,0.6843971631205674,0.6123589038134568,,
win,linear_plus_vegas,2023,285,0.6771929824561403,0.6435128463775676,,
win,linear_plus_vegas,2024,285,0.6947368421052632,0.5914649962659043,,
win,linear_plus_vegas,2025,285,0.6654929577464789,0.6100313650864347,,
win,linear_plus_vegas,2026,30,0.5666666666666667,0.6896335605485668,,
win,vegas,2017,267,0.6928838951310862,0.5935851457247915,,
win,vegas,2018,267,0.6566037735849056,0.613918140805531,,
win,vegas,2019,267,0.6428571428571429,0.6165443127223158,,
win,vegas,2020,269,0.6716417910447762,0.5896786298874639,,
win,vegas,2021,285,0.6232394366197183,0.625011685015173,,
win,vegas,2022,284,0.6631205673758865,0.6051160096037231,,
win,vegas,2023,285,0.6736842105263158,0.6235536632373683,,
win,vegas,2024,285,0.7052631578947368,0.588965174420032,,
win,vegas,2025,285,0.6584507042253521,0.6076846489723353,,
win,vegas,2026,30,0.7,0.6500786870355377,,
