strategy,n,hit,roi,p,roi_early,roi_late,bh_threshold,survives_fdr
ensemble | all games | ML any | edge>=0.10,657,0.589041095890411,0.01787570956224949,0.6296808398037628,0.04110554614813922,-0.010281668117616863,0.03363205060622035,False
lean | wk1-6 | ATS any | edge>=3pt,287,0.5331010452961672,0.017738359201773878,0.7530226642997647,0.06209987195902693,-0.025705329153604975,0.03921982076963627,False
linear_qb | total<=44 | ATS away | edge>=3pt,212,0.5330188679245284,0.017581475128644983,0.7888595087269518,0.0030816640986132938,0.035783365570599655,0.040827622561939905,False
elo | wk1-6 | ATS away | edge>=1pt,304,0.5328947368421053,0.01734449760765554,0.7514790214498454,0.08417508417508422,-0.058898847631241945,0.03911439114391144,False
ensemble | wk7-13 | OU under | edge>=1.5pt,274,0.5328467153284672,0.017252820172528244,0.7649508353853962,0.054746358613761974,-0.05571847507331374,0.03961518186610438,False
lean_qb | line<=3 | ML dogs | edge>=0.05,274,0.45255474452554745,0.017144207196318803,0.8009796577558779,0.1323463394488706,-0.08839061325881604,0.04135477069056405,False
linear | total<=44 | ATS dogs | edge>=1pt,535,0.5327102803738317,0.01699235344095161,0.6803228614442397,0.025252525252525297,0.008576329331046349,0.03584607274644175,False
neural_qbfeat | total<=44 | ATS any | edge>=1pt,826,0.5326876513317191,0.01694915254237293,0.6094157000060301,-0.016233766233766194,0.04692082111436954,0.03278861360042172,False
linear | total>=48 | ATS away | edge>=1pt,291,0.5326460481099656,0.01686972820993444,0.7631695558489616,0.036363636363636404,-0.03367003367003363,0.03958882445967317,False
lean | line>7 | OU any | edge>=1.5pt,383,0.5326370757180157,0.01685259909802997,0.7296809041880097,-0.049773755656108566,0.10774410774410778,0.03798102266736953,False
lean | wk7-13 | ML dogs | edge>=0.05,121,0.4380165289256198,0.016659425235829837,0.8753185666730257,0.15112412634738534,-0.13941567426865425,0.044570374275171326,False
ensemble | wk14+ | OU over | edge>=1.5pt,323,0.5325077399380805,0.016605685336335545,0.754612572295523,-0.03120759837177742,0.05050505050505057,0.03929889298892989,False
elo | wk7-13 | ML favs | edge>=0.05,414,0.7415458937198067,0.01658599358786622,0.5883750231596233,0.007286116973913597,0.029038370748921405,0.031707959936742226,False
neural_qbfeat | line<=3 | ATS any | edge>=3pt,308,0.5324675324675324,0.01652892561983475,0.7613012430206948,0.07006369426751596,-0.03913305237808545,0.03950975224037955,False
lean | line 3-7 | OU under | edge>=0.0pt,432,0.5324074074074074,0.01641414141414146,0.7207088054671713,0.04961970300615723,-0.029633350075338974,0.03758566157090143,False
linear | total<=44 | ATS away | edge>=3pt,216,0.5324074074074074,0.016414141414141454,0.8007640720807607,-0.011961722488038236,0.04812834224598934,0.04130205587770164,False
linear | wk14+ | OU under | edge>=3.0pt,139,0.5323741007194245,0.016350555918901298,0.8404911019296162,0.06507177033492827,-0.08884297520661154,0.04312071692145493,False
linear_qb | line<=3 | ATS any | edge>=0pt,898,0.532293986636971,0.016197610852399312,0.6106798389090357,0.07147195788621181,-0.03907673618141319,0.032920400632577757,False
elo | wk14+ | ATS home | edge>=3pt,124,0.532258064516129,0.016129032258064568,0.8513515610099838,-0.11888111888111884,0.164869029275809,0.04348972061149183,False
ensemble | line>7 | ML any | edge>=0.05,310,0.8354838709677419,0.015924512476862194,0.5926357715623715,0.060767557642088715,-0.0531778849908639,0.03186610437532947,False
linear_qb | all games | ATS dogs | edge>=1pt,1120,0.5321428571428571,0.015909090909090953,0.576491975327352,0.04431461954972931,-0.021689928328932438,0.03128624143384291,False
linear | wk14+ | OU over | edge>=1.5pt,280,0.5321428571428571,0.015909090909090946,0.780478159304517,0.07486631016042787,-0.027667984189723275,0.04030047443331577,False
linear_qb | line>7 | OU any | edge>=0.0pt,594,0.531986531986532,0.015610651974288384,0.6899898961269351,0.01962809917355376,0.009767092411720569,0.036188719030047445,False
lean_qb | wk7-13 | OU any | edge>=3.0pt,297,0.531986531986532,0.01561065197428838,0.7781844981813235,0.038277511961722535,-0.01515151515151511,0.04019504480759094,False
linear | wk1-6 | OU any | edge>=3.0pt,391,0.5319693094629157,0.01557777261102073,0.7469088241820686,-0.03237858032378576,0.07663847780126855,0.03879810226673696,False
lean | total>=48 | OU under | edge>=1.5pt,438,0.5319634703196348,0.015566625155666296,0.7328102603088119,0.027484143763213568,-0.010617120106171166,0.038165524512387985,False
ensemble | wk7-13 | ATS home | edge>=3pt,141,0.5319148936170213,0.015473887814313395,0.8478640591210952,0.04767184035476723,-0.029275808936825846,0.043357933579335796,False
ensemble | wk7-13 | ML dogs | edge>=0.05,118,0.4322033898305085,0.015438265480011789,0.8872058215637474,0.05181845887668115,-0.030736595369607003,0.045176594623089095,False
linear | total>=48 | OU over | edge>=3.0pt,79,0.5316455696202531,0.01495972382048338,0.8900523902737028,0.10850439882697951,,0.04538745387453875,False
lean | line 3-7 | ATS home | edge>=3pt,158,0.5316455696202531,0.01495972382048335,0.844265738761926,-0.0783699059561128,0.12932138284250969,0.043199789140748554,False
neural_qbfeat | total>=48 | ATS away | edge>=1pt,269,0.5315985130111525,0.01486988847583647,0.7985072413575299,0.040347293156281966,-0.034965034965034926,0.04119662625197681,False
linear | total<=44 | ML any | edge>=0.05,768,0.62890625,0.014796655308826715,0.6372840645016062,0.036329844558357194,-0.005431492168004953,0.03400105429625725,False
neural_qbfeat | line>7 | OU over | edge>=0.0pt,333,0.5315315315315315,0.014742014742014788,0.7781463407696065,-0.0289017341040462,0.06193181818181822,0.040168687401159725,False
ensemble | wk1-6 | OU under | edge>=0.0pt,397,0.5314861460957179,0.014655369819097824,0.7596640349560916,-0.04162102957283676,0.10933660933660937,0.03948339483394834,False
lean_qb | all games | OU under | edge>=1.5pt,655,0.5312977099236641,0.014295628036086099,0.701288729777953,0.006784260515603842,0.026230686309737735,0.03658408012651555,False
linear_qb | total>=48 | ML dogs | edge>=0.10,97,0.422680412371134,0.014142170343293837,0.9082485424671631,-0.04790441327016796,0.15963071123003192,0.04625724828676858,False
neural_qbfeat | wk1-6 | ML any | edge>=0.05,609,0.6075533661740559,0.01408653683235391,0.6991447223573584,0.06570057514891446,-0.04986173858191409,0.03655772272008435,False
ensemble | total>=48 | ML any | edge>=0.10,149,0.5973154362416108,0.013751188881659226,0.8552302280328098,0.06355638894273327,-0.07386907048504521,0.043700579862941485,False
lean | total>=48 | OU any | edge>=0.0pt,695,0.5309352517985612,0.013603662524525878,0.7069134372422119,0.013821296476542773,0.013157894736842136,0.03687401159725883,False
linear | wk7-13 | ML any | edge>=0.00,904,0.6703539823008849,0.013572087854749034,0.5997704873092938,-0.0025988915993105694,0.03358567628799113,0.03231418028465999,False
ensemble | all games | ATS any | edge>=3pt,744,0.5309139784946236,0.013563049853372476,0.6980907511255187,0.0335267569310123,-0.012744265080713642,0.036505007907221936,False
linear | wk7-13 | ATS any | edge>=3pt,356,0.5308988764044944,0.013534218590398413,0.7891173649107511,0.03483432455395078,-0.01856594110115233,0.04085397996837112,False
linear_qb | line<=3 | ATS any | edge>=3pt,373,0.5308310991957105,0.01340482573726546,0.7862563221662711,0.07263355201499536,-0.050787201625190403,0.04072219293621508,False
neural_qbfeat | wk1-6 | ATS any | edge>=1pt,682,0.530791788856305,0.013329778725673194,0.7151418690571065,0.015799708313077348,0.010330578512396734,0.037348444913020556,False
neural_qbfeat | line<=3 | ML any | edge>=0.10,453,0.5033112582781457,0.01329459032318305,0.7847472858780822,0.0512006291404299,-0.03215585427807892,0.04061676331049025,False
linear_qb | total<=44 | ATS any | edge>=1pt,863,0.5307068366164542,0.013167597176867211,0.6850094429486662,0.04089797732829522,-0.011814177012414854,0.03597785977859779,False
linear_qb | wk1-6 | ATS away | edge>=3pt,228,0.5307017543859649,0.013157894736842148,0.8353558157945473,0.035211267605633846,-0.02325581395348833,0.04285714285714286,False
neural_qbfeat | total<=44 | OU under | edge>=0.0pt,147,0.5306122448979592,0.012987012987013042,0.8694046541729934,-0.10909090909090903,0.20574162679425842,0.04417501317870322,False
elo | wk7-13 | OU any | edge>=3.0pt,443,0.5304740406320542,0.012723168479376204,0.7790344300001055,0.049619703006157236,-0.0355113636363636,0.040221402214022144,False
neural_qbfeat | wk7-13 | ATS home | edge>=1pt,345,0.5304347826086957,0.012648221343873563,0.8056610719436994,-0.010471204188481638,0.04132231404958683,0.041591987348444916,False
lean | wk14+ | ATS home | edge>=3pt,115,0.5304347826086957,0.012648221343873561,0.8875358461697935,-0.16862170087976533,0.22469982847341347,0.045229309435951506,False
neural_qbfeat | all games | ATS away | edge>=3pt,494,0.5303643724696356,0.01251380198748624,0.7706992628802679,0.03727272727272732,-0.0257731958762886,0.039931470743278866,False
ensemble | line>7 | ATS any | edge>=3pt,264,0.5303030303030303,0.012396694214876096,0.833049241903675,-0.0005347593582887017,0.035783365570599655,0.042593568792830785,False
neural_qbfeat | total<=44 | ML any | edge>=0.00,1073,0.6561043802423113,0.01230360579697332,0.6202693828677014,0.054686045402555186,-0.0230513181817001,0.03323668950975225,False
lean | total>=48 | OU any | edge>=3.0pt,281,0.5302491103202847,0.012293756065998102,0.8292187974668913,0.02658662092624361,-0.03162055335968375,0.04240906694781234,False
ensemble | wk7-13 | ML any | edge>=0.05,502,0.6573705179282868,0.012008928495020528,0.7368082996497838,0.005051425275673415,0.02184309169928996,0.03832366895097523,False
elo | wk1-6 | ATS dogs | edge>=0pt,585,0.5299145299145299,0.011655011655011706,0.7676423226851314,0.08830341632889407,-0.0771553170077155,0.03979968371112283,False
linear_qb | wk1-6 | ML any | edge>=0.10,373,0.5710455764075067,0.011577267635981322,0.8154554300939082,0.013080526125881047,0.009017370932166556,0.041802846599894576,False
linear | wk14+ | OU any | edge>=1.5pt,519,0.5298651252408478,0.011560693641618545,0.7825511911837493,0.059826203208556195,-0.04158998895840997,0.04045861887190301,False
elo | wk1-6 | ATS away | edge>=3pt,134,0.5298507462686567,0.011533242876526502,0.8891946750865979,0.05427408412483044,-0.031207598371777435,0.04536109646810754,False
linear_qb | wk7-13 | ATS home | edge>=1pt,353,0.5297450424929179,0.011331444759206841,0.8235749837964327,0.03030303030303036,-0.010532150776053174,0.04219820769636268,False
lean | line 3-7 | ATS dogs | edge>=3pt,202,0.5297029702970297,0.011251125112511294,0.8672207167288428,0.017138599105812263,0.002272727272727304,0.0440959409594096,False
neural_qbfeat | total>=48 | ATS away | edge>=0pt,338,0.5295857988165681,0.011027434104357227,0.8318853020531506,0.03336113427856551,-0.029545454545454496,0.04251449657353717,False
lean_qb | line>7 | OU any | edge>=1.5pt,389,0.5295629820051414,0.01098387473708816,0.8204988516413276,-0.04135778384705421,0.08916083916083922,0.04196099103848182,False
linear | wk1-6 | OU under | edge>=0.0pt,389,0.5295629820051414,0.010983874737088152,0.8204988516413277,-0.036616161616161574,0.07041513399894907,0.041987348444913024,False
ensemble | all games | OU under | edge>=3.0pt,406,0.5295566502463054,0.010971786833855843,0.8168705138836052,0.03521126760563385,-0.045454545454545414,0.04182920400632578,False
ensemble | wk7-13 | ML favs | edge>=0.05,384,0.7265625,0.010955121817340896,0.7383129934815627,-0.008486400240407773,0.039369654055588954,0.038402741170268845,False
linear | line<=3 | ML any | edge>=0.00,933,0.5541264737406216,0.010872478943187349,0.7223632696560396,0.04432706342388444,-0.022225446854346662,0.03771744860305746,False
linear_qb | wk1-6 | OU over | edge>=3.0pt,255,0.5294117647058824,0.01069518716577545,0.8581746805290027,-0.011118378024852804,0.036833855799373115,0.043806009488666316,False
elo | total<=44 | ATS home | edge>=1pt,408,0.5294117647058824,0.010695187165775442,0.8209775550723832,0.03246753246753251,-0.009433962264150905,0.04201370585134423,False
linear | total<=44 | ATS home | edge>=1pt,461,0.5292841648590022,0.010451587458095109,0.8141273399219143,0.009090909090909146,0.011590003621876193,0.04175013178703216,False
neural_qbfeat | line 3-7 | ML any | edge>=0.05,671,0.639344262295082,0.0104130684676393,0.7489572112369085,0.026551198536739654,-0.009909021249005596,0.03890353189246178,False
linear | wk1-6 | ATS any | edge>=3pt,395,0.529113924050633,0.010126582278481058,0.8330458211073823,0.031721470019342404,-0.02159090909090904,0.04256721138639958,False
lean_qb | all games | OU under | edge>=0.0pt,1085,0.5290322580645161,0.00997067448680356,0.730545057318943,0.027742210840802434,-0.01549123522217688,0.038007380073800744,False
neural_qbfeat | wk14+ | OU over | edge>=1.5pt,293,0.5290102389078498,0.009928637914986084,0.8588152921193021,0.019260400616332864,0.003636363636363684,0.04383236689509753,False
lean_qb | line<=3 | OU under | edge>=3.0pt,138,0.5289855072463768,0.009881422924901235,0.9035751975345228,-0.07692307692307689,0.17794970986460354,0.04602003162888772,False
linear_qb | all games | OU under | edge>=0.0pt,1208,0.5289735099337748,0.009858518964479274,0.7193457437020944,0.029013539651837568,-0.01698897523947221,0.03753294675803901,False
elo | total<=44 | ML any | edge>=0.05,677,0.6366322008862629,0.009835543718288582,0.7660984493871118,0.09839090343716106,-0.07048790932249151,0.039667896678966794,False
linear_qb | all games | ATS dogs | edge>=3pt,641,0.5288611544461779,0.009644022124521387,0.7980165727929127,0.022190408017179714,-0.008741258741258699,0.04114391143911439,False
lean | all games | ML dogs | edge>=0.00,375,0.432,0.009637652257591754,0.8739043481761894,0.12663124267894388,-0.11051792709406717,0.04451765946230891,False
lean | line>7 | OU any | edge>=3.0pt,208,0.5288461538461539,0.009615384615384654,0.8847172986182122,0.03409090909090914,-0.023760330578512356,0.045071164997364264,False
neural_qbfeat | line 3-7 | ML any | edge>=0.00,985,0.6629441624365482,0.009512167520557446,0.7035941756639833,0.020497726661811443,-0.0033891955327474393,0.03668950975224038,False
lean | total>=48 | OU any | edge>=1.5pt,469,0.5287846481876333,0.009497964721845366,0.8293822768118221,0.024818739542665964,-0.0254291163382072,0.04243542435424355,False
lean_qb | wk1-6 | ATS any | edge>=3pt,261,0.5287356321839081,0.009404388714733591,0.8736937468073905,0.11363636363636369,-0.0972515856236786,0.0444913020558777,False
linear_qb | total<=44 | ATS any | edge>=0pt,1044,0.5287356321839081,0.009404388714733588,0.7500108899860223,0.030748663101604325,-0.008482714468629917,0.039061676331049025,False
elo | line>7 | ATS home | edge>=1pt,174,0.5287356321839081,0.009404388714733584,0.8968752854540538,0.03795233892321275,-0.03201024327784887,0.04570374275171324,False
lean | wk7-13 | ATS any | edge>=3pt,227,0.5286343612334802,0.009211053263916743,0.8845996568595927,0.11608391608391616,-0.134020618556701,0.045018450184501846,False
ensemble | total>=48 | OU under | edge>=0.0pt,664,0.5286144578313253,0.009173055859802897,0.804328256789491,0.006611570247933931,0.014204545454545485,0.041539272535582504,False
neural_qbfeat | all games | OU under | edge>=1.5pt,840,0.5285714285714286,0.009090909090909134,0.782375440235887,0.04036697247706427,-0.048690292758089324,0.0404322614654718,False
linear | wk1-6 | OU under | edge>=1.5pt,280,0.5285714285714286,0.009090909090909134,0.8735168132340851,-0.027886224205242564,0.06060606060606064,0.04443858724301529,False
linear | wk1-6 | OU any | edge>=1.5pt,613,0.5285481239804242,0.009046418508082498,0.8144145105292815,-0.005917159763313568,0.02743801652892566,0.04177648919346336,False
lean_qb | wk1-6 | ML any | edge>=0.05,485,0.6309278350515464,0.009020426242685458,0.8126782557149448,0.08241533446823654,-0.06841742184274768,0.04167105956773853,False
linear | wk1-6 | OU over | edge>=1.5pt,333,0.5285285285285285,0.00900900900900906,0.8633464732960757,0.014545454545454604,0.002876869965477603,0.044016868740115976,False
lean | total<=44 | ATS dogs | edge>=3pt,316,0.5284810126582279,0.00891829689298048,0.8681918280751816,-0.009659090909090862,0.027972027972028017,0.044122298365840806,False
neural_qbfeat | line>7 | OU any | edge>=1.5pt,422,0.5284360189573459,0.008832399827660537,0.8492728483449014,-0.004598514326140716,0.029752066115702525,0.043410648392198214,False
elo | wk1-6 | ATS dogs | edge>=3pt,229,0.5283842794759825,0.00873362445414853,0.8900640225938466,0.04843517138599112,-0.03653355989804584,0.045413811280969954,False
linear | wk1-6 | ATS any | edge>=0pt,850,0.528235294117647,0.008449197860962609,0.7962187728648942,0.02765068629401238,-0.013879250520471856,0.04106483921982077,False
linear_qb | wk7-13 | ML dogs | edge>=0.00,150,0.4266666666666667,0.008374492905797195,0.9315459241181032,0.09318923915398557,-0.10253709834183375,0.047390616763310495,False
neural_qbfeat | wk14+ | OU any | edge>=1.5pt,532,0.5281954887218046,0.008373205741626845,0.8396365698643454,0.06705841686830287,-0.04900304156809728,0.04304164470216131,False
neural_qbfeat | all games | ATS dogs | edge>=1pt,1473,0.528173794976239,0.008331790409183536,0.7373576963828821,0.00022308979364198754,0.018375241779497144,0.038376383763837646,False
lean | line 3-7 | ATS dogs | edge>=1pt,462,0.5281385281385281,0.008264462809917397,0.852377348299372,0.01486988847583648,-0.0009420631182288836,0.043568792830785456,False
neural_qbfeat | line>7 | ATS dogs | edge>=3pt,320,0.528125,0.008238636363636415,0.8773934134820296,0.004784688995215362,0.014742014742014784,0.04470216130732736,False
linear | line>7 | OU any | edge>=1.5pt,409,0.5281173594132029,0.008224049788842008,0.8617131286536184,0.020242914979757127,-0.010101010101010059,0.04393779652082236,False
neural_qbfeat | line>7 | ATS dogs | edge>=0pt,498,0.5281124497991968,0.008214676889375728,0.8476965368705296,-0.03281155930162548,0.07142857142857148,0.04333157617290459,False
neural_qbfeat | wk7-13 | ML any | edge>=0.10,348,0.5919540229885057,0.008133686528127735,0.8708639289899971,0.05865656168366667,-0.06344038660888575,0.04435951502372167,False
ensemble | total>=48 | OU any | edge>=0.0pt,695,0.5280575539568345,0.008109875735775068,0.822689123302707,0.005645318279151302,0.013157894736842151,0.04217185028993148,False
neural_qbfeat | total>=48 | OU under | edge>=0.0pt,606,0.528052805280528,0.00810081008100815,0.8344630558414742,0.010695187165775449,0.002754820936639161,0.04275171323141803,False
lean | wk1-6 | ATS dogs | edge>=0pt,553,0.5280289330922242,0.008055235903337211,0.8426647231920662,0.10090909090909095,-0.10204814947897947,0.04314707432788614,False
linear | wk14+ | ATS dogs | edge>=3pt,197,0.5279187817258884,0.007844946931241398,0.9083736536211832,-0.07727272727272722,0.1404958677685951,0.046283605693199795,False
ensemble | total>=48 | ML any | edge>=0.05,354,0.6497175141242938,0.007734386798307279,0.855845270532554,0.00697713516285049,0.009414108607865977,0.043753294675803904,False
lean_qb | line<=3 | ML dogs | edge>=0.10,217,0.4423963133640553,0.00767940735744903,0.9208805382747176,0.1046766415348396,-0.07995844457475472,0.046889826041117556,False
ensemble | line<=3 | ATS any | edge>=3pt,235,0.5276595744680851,0.007350096711798875,0.9061929888544794,0.14898989898989903,-0.11309949892627053,0.04620453347390617,False
neural_qbfeat | line 3-7 | OU over | edge>=3.0pt,199,0.5276381909547738,0.007309273640931975,0.9141737919613744,0.029622063329928543,-0.01074380165289252,0.04644175013178703,False
lean | total<=44 | ATS any | edge>=3pt,398,0.5276381909547738,0.007309273640931975,0.878629742247291,0.01547388781431339,3.3835368369528583e-17,0.04472851871375857,False
linear_qb | line<=3 | OU under | edge>=0.0pt,436,0.5275229357798165,0.007089241034195207,0.8767877108816446,-0.029806259314455998,0.05397727272727277,0.04464944649446495,False
lean | line 3-7 | ATS away | edge>=0pt,436,0.5275229357798165,0.007089241034195201,0.8767877108816448,0.07134637514384358,-0.0694380995888533,0.04467580390089615,False
linear_qb | all games | ML any | edge>=0.10,982,0.5865580448065173,0.007061867328961072,0.8127118858963687,0.002430408297611922,0.014494314846112882,0.041697416974169746,False
lean_qb | line 3-7 | OU any | edge>=0.0pt,982,0.5274949083503055,0.007035734123310548,0.8172005708242984,0.0390344119157679,-0.03063898407579113,0.04185556141275699,False
lean | all games | ML dogs | edge>=0.05,364,0.42857142857142855,0.006968807876058761,0.9103442927137132,0.12563217588157746,-0.113005757565985,0.04638903531892462,False
lean_qb | line<=3 | OU under | edge>=0.0pt,438,0.5273972602739726,0.006849315068493191,0.8806558718708134,-0.03763040238450071,0.06279287722586696,0.04480759093305219,False
lean | all games | OU under | edge>=3.0pt,330,0.5272727272727272,0.006611570247933935,0.8999505066525704,-0.003952569169960432,0.030909090909090952,0.04586188719030048,False
elo | wk14+ | ATS home | edge>=1pt,275,0.5272727272727272,0.00661157024793393,0.9086692193943814,-0.07312252964426874,0.08692767086927677,0.046309963099631,False
neural_qbfeat | line 3-7 | ATS away | edge>=1pt,349,0.5272206303724928,0.006512112529304559,0.8986533054492732,-0.010833725859632536,0.027972027972028017,0.04583552978386927,False
linear | wk14+ | OU under | edge>=1.5pt,239,0.5271966527196653,0.006466337010270108,0.9167312890098265,0.04812834224598935,-0.06765327695560247,0.04659989457037428,False
neural_qbfeat | wk14+ | OU under | edge>=1.5pt,239,0.5271966527196653,0.0064663370102701,0.9167312890098266,0.10595611285266462,-0.14700193423597674,0.046626251976805484,False
lean | wk7-13 | ML dogs | edge>=0.10,97,0.422680412371134,0.006338487322523751,0.9582821388152305,0.13389739028834588,-0.147312009431762,0.048286768581971534,False
linear | all games | ML any | edge>=0.10,967,0.578076525336091,0.006310651955843387,0.8371283546563699,0.01862490225364661,-0.011830033904859079,0.04290985767000527,False
ensemble | total<=44 | ATS dogs | edge>=1pt,628,0.5270700636942676,0.0062246670526925705,0.8701558436287804,-0.015624999999999953,0.028925619834710786,0.04420137058513443,False
lean_qb | line 3-7 | ATS dogs | edge>=0pt,573,0.5270506108202443,0.0061875297477392175,0.8766723519459938,0.05289256198347112,-0.0572390572390572,0.04462308908803374,False
lean | wk7-13 | OU under | edge>=0.0pt,389,0.5269922879177378,0.006076186024772197,0.9001377651781967,0.06709011512504967,-0.08124999999999996,0.04591460200316289,False
neural_qbfeat | line>7 | ATS any | edge>=3pt,334,0.5269461077844312,0.005988023952095851,0.908798634625783,0.012262156448202994,-0.005347593582887659,0.046336320506062206,False
lean_qb | wk14+ | ML any | edge>=0.05,396,0.6641414141414141,0.005771417591766811,0.8853879879057116,-0.016127782077829018,0.029756255325133662,0.04509752240379547,False
neural_qbfeat | total<=44 | ATS any | edge>=0pt,1044,0.5268199233716475,0.005747126436781652,0.8456460691272859,-0.01737967914438499,0.02512804097311144,0.043252503953610966,False
elo | wk1-6 | ATS dogs | edge>=1pt,467,0.5267665952890792,0.005645318279151294,0.8983211478608891,0.08541055718475078,-0.08468244084682439,0.045782814971006856,False
neural_qbfeat | all games | OU any | edge>=3.0pt,1069,0.5266604303086997,0.005442639680244963,0.8520079500138755,0.024081878386514197,-0.018768328445747755,0.043542435424354244,False
ensemble | total<=44 | ATS dogs | edge>=3pt,338,0.5266272189349113,0.00537923614846696,0.9175491870245192,0.03365143144148673,-0.0272148233931673,0.04665260938323669,False
vegas | total>=48 | OU any | edge>=0.0pt,695,0.5266187050359712,0.005362982341399662,0.8822124727346442,0.0015573291804555612,0.013157894736842151,0.04493937796520822,False
elo | total>=48 | OU any | edge>=0.0pt,695,0.5266187050359712,0.005362982341399662,0.8822124727346442,0.0015573291804555612,0.013157894736842151,0.04491302055877702,False
vegas | total>=48 | OU under | edge>=0.0pt,695,0.5266187050359712,0.005362982341399662,0.8822124727346442,0.0015573291804555612,0.013157894736842151,0.044860305745914604,False
elo | total>=48 | OU under | edge>=0.0pt,695,0.5266187050359712,0.005362982341399662,0.8822124727346442,0.0015573291804555612,0.013157894736842151,0.04488666315234581,False
neural_qbfeat | total>=48 | ML any | edge>=0.00,702,0.6595441595441596,0.005232626022760349,0.8592609082279404,-0.0037918145550140457,0.023752347556279987,0.043858724301528734,False
neural_qbfeat | wk14+ | ATS dogs | edge>=3pt,247,0.5263157894736842,0.004784688995215353,0.9373132941586653,-0.03887147335423193,0.0668449197860963,0.04760147601476015,False
lean_qb | line 3-7 | OU any | edge>=3.0pt,342,0.5263157894736842,0.004784688995215348,0.9262036360883281,0.03691739732348874,-0.038871473354231925,0.047074327886136004,False
linear_qb | line 3-7 | ML dogs | edge>=0.05,118,0.3644067796610169,0.004708888768850653,0.9697706375369731,-0.06069762069824616,0.1731802010325849,0.048708487084870855,False
linear_qb | line 3-7 | ML dogs | edge>=0.10,118,0.3644067796610169,0.004708888768850653,0.9697706375369731,-0.06069762069824616,0.1731802010325849,0.048734844491302054,False
linear_qb | line 3-7 | ML dogs | edge>=0.00,118,0.3644067796610169,0.004708888768850653,0.9697706375369731,-0.06069762069824616,0.1731802010325849,0.04868212967843964,False
lean_qb | wk14+ | ML any | edge>=0.10,183,0.6065573770491803,0.004635017054013226,0.9459584863855901,-0.032728092298075634,0.041592005652275034,0.04789140748550343,False
neural_qbfeat | total>=48 | ML any | edge>=0.10,282,0.5921985815602837,0.004608165016165445,0.932738512147406,0.006215351906882165,9.066672874545787e-05,0.047443331576172906,False
lean | line>7 | ATS dogs | edge>=0pt,439,0.5261958997722096,0.004555808656036479,0.9203712991037739,-0.03504132231404955,0.07095343680709539,0.04686346863468635,False
linear_qb | wk1-6 | OU any | edge>=0.0pt,859,0.5261932479627474,0.004550746110699597,0.8888205072390764,0.019013666072489638,-0.012045454545454502,0.04528202424881392,False
elo | line<=3 | ATS away | edge>=0pt,382,0.5261780104712042,0.0045216563541171295,0.9262787336164725,0.055865921787709535,-0.040752351097178646,0.04710068529256722,False
linear | wk1-6 | ATS any | edge>=1pt,688,0.5261627906976745,0.004492600422833028,0.9017229958195639,0.04132231404958683,-0.04230423042304226,0.04599367422245651,False
neural_qbfeat | line 3-7 | OU under | edge>=1.5pt,344,0.5261627906976745,0.004492600422833026,0.9304952753069398,0.057618437900128085,-0.08188757807078414,0.04731154454401687,False
lean | wk7-13 | ATS dogs | edge>=3pt,192,0.5260416666666666,0.0042613636363636785,0.9508014303308056,0.07603305785123973,-0.09201773835920175,0.04799683711122826,False
linear_qb | all games | OU under | edge>=3.0pt,538,0.5260223048327137,0.004224400135180858,0.9182442703011044,0.04278074866310164,-0.07182320441988946,0.04675803900896152,False
lean | wk1-6 | OU under | edge>=0.0pt,405,0.5259259259259259,0.004040404040404085,0.9321502252118677,-0.10342289289657705,0.17203682393555816,0.0474169741697417,False
linear | total<=44 | ATS dogs | edge>=0pt,618,0.5258899676375405,0.003971756398940907,0.9176052236742999,0.01776038531005423,-0.009205983889528152,0.0466789667896679,False
ensemble | line>7 | OU under | edge>=0.0pt,232,0.5258620689655172,0.003918495297805685,0.950238116055312,0.08417508417508422,-0.18181818181818177,0.04797047970479705,False
lean_qb | wk14+ | ATS any | edge>=3pt,213,0.5258215962441315,0.0038412291933419117,0.9532696433487424,0.005681818181818217,0.0018001800180018426,0.048102266736953087,False
elo | total>=48 | OU any | edge>=3.0pt,525,0.5257142857142857,0.003636363636363687,0.9304508822271057,0.0017482517482517881,0.007905138339920974,0.047232472324723246,False
elo | total>=48 | OU under | edge>=3.0pt,525,0.5257142857142857,0.003636363636363687,0.9304508822271057,0.0017482517482517881,0.007905138339920974,0.047285187137585664,False
elo | all games | OU under | edge>=3.0pt,525,0.5257142857142857,0.003636363636363687,0.9304508822271057,0.0017482517482517881,0.007905138339920974,0.04725882973115446,False
neural_qbfeat | wk7-13 | ML any | edge>=0.00,904,0.6637168141592921,0.003492172911851678,0.8931668745241128,0.013028677801836055,-0.008310432150010162,0.04549288350026358,False
ensemble | line>7 | ML favs | edge>=0.10,111,0.8468468468468469,0.0034249270966254367,0.9339718347543229,0.03756306142247001,-0.04481374097250278,0.04749604638903532,False
linear | total<=44 | ML any | edge>=0.00,1073,0.6505125815470643,0.003209726893767103,0.8972543437127588,0.022817693550006003,-0.013147004265625357,0.04575645756457565,False
linear_qb | line 3-7 | OU any | edge>=0.0pt,982,0.5254582484725051,0.003147565265691584,0.9176561083299756,0.01746276322547514,-0.013706913928643382,0.0467053241960991,False
linear_qb | all games | ATS dogs | edge>=0pt,1376,0.5254360465116279,0.00310517970401696,0.9038809233954918,0.03765891100983455,-0.03927625772285963,0.046072746441750134,False
