strategy,n,hit,roi,p,roi_early,roi_late,bh_threshold,survives_fdr
linear_qb | line<=3 | ATS home | edge>=0pt,471,0.5116772823779193,-0.023161551823972157,0.599007892386586,0.029249011857707553,-0.07317993210109386,0.03228782287822878,False
lean | line<=3 | OU under | edge>=3.0pt,129,0.5116279069767442,-0.02325581395348833,0.7832130573510572,-0.1003134796238244,0.1363636363636364,0.040484976278334216,False
lean | all games | ML any | edge>=0.05,1403,0.631503920171062,-0.023340882421203316,0.28594446285757275,0.02117980060343526,-0.0753619587220175,0.018476541908276228,False
neural_qbfeat | wk7-13 | ATS away | edge>=0pt,432,0.5115740740740741,-0.023358585858585825,0.6115974438478204,0.0030816640986132938,-0.05519480519480515,0.032973115445440175,False
linear_qb | line>7 | ATS home | edge>=1pt,217,0.511520737327189,-0.02346041055718471,0.718220127042242,-0.015151515151515117,-0.03496503496503495,0.037506589351607805,False
lean | line 3-7 | ATS home | edge>=1pt,391,0.5115089514066496,-0.0234829109509416,0.6272667221891147,-0.05002174858634185,0.0069930069930070355,0.03350026357406431,False
linear_qb | wk1-6 | OU over | edge>=1.5pt,348,0.5114942528735632,-0.02351097178683381,0.646566426302966,0.001490312965722844,-0.05123966942148756,0.034422772799156565,False
linear_qb | line 3-7 | OU under | edge>=1.5pt,352,0.5113636363636364,-0.02376033057851235,0.6411701079188742,0.030021141649048667,-0.10816191108161904,0.03423827095413811,False
elo | all games | ATS home | edge>=3pt,440,0.5113636363636364,-0.023760330578512363,0.6021594774247331,-0.02643969576240489,-0.020202020202020162,0.03249868212967844,False
ensemble | all games | ATS home | edge>=1pt,925,0.5113513513513513,-0.023783783783783742,0.44889167478732117,-0.03399999999999996,-0.011764705882352906,0.02551396942540854,False
lean | line 3-7 | ATS any | edge>=0pt,976,0.5112704918032787,-0.023938152011922464,0.4336638912775765,-0.005530591081921821,-0.045454545454545414,0.0249868212967844,False
ensemble | total>=48 | ML any | edge>=0.00,702,0.6581196581196581,-0.023973595872004535,0.39530096334781434,-0.037721388725862094,0.004239265984607533,0.023484449130205587,False
vegas | total<=44 | OU under | edge>=0.0pt,1068,0.5112359550561798,-0.024004085801838576,0.4114665760429515,-0.04152637485970815,-0.00937207122774128,0.024169741697416976,False
vegas | total<=44 | OU any | edge>=0.0pt,1068,0.5112359550561798,-0.024004085801838576,0.4114665760429515,-0.04152637485970815,-0.00937207122774128,0.024143384290985767,False
ensemble | wk7-13 | OU any | edge>=0.0pt,896,0.5111607142857143,-0.024147727272727227,0.44924543590590854,0.023826979472140825,-0.08363636363636359,0.02561939905113337,False
linear_qb | line 3-7 | ATS dogs | edge>=3pt,225,0.5111111111111111,-0.024242424242424197,0.7041581351769527,-0.026737967914438457,-0.0189393939393939,0.036742224565102795,False
lean | line 3-7 | ML favs | edge>=0.00,915,0.687431693989071,-0.024276265005468985,0.26786214384986423,-0.04989764076438048,0.004749349490640562,0.017764891934633632,False
lean | line 3-7 | ML any | edge>=0.00,985,0.6639593908629442,-0.024396289180483182,0.29345623049105146,-0.040590198799280726,-0.005378276118230882,0.01881918819188192,False
lean | wk14+ | ATS home | edge>=1pt,272,0.5110294117647058,-0.024398395721925082,0.6741786209798742,-0.13825757575757575,0.10369318181818185,0.035582498682129676,False
lean_qb | line>7 | OU over | edge>=1.5pt,272,0.5110294117647058,-0.024398395721925096,0.674178620979874,-0.1023479831426851,0.07287753568745309,0.03555614127569847,False
linear_qb | all games | ATS any | edge>=0pt,2464,0.5109577922077922,-0.024535123966942105,0.20209920611347143,-0.007964844822850821,-0.04377990430622005,0.014707432788613601,False
elo | wk1-6 | ML any | edge>=0.05,522,0.6091954022988506,-0.02461191077753233,0.5158067542526595,0.018234358028393318,-0.07456959349315516,0.02822878228782288,False
linear_qb | wk7-13 | ML favs | edge>=0.10,199,0.6934673366834171,-0.024708788263234967,0.6013743572352845,-0.007971764790457445,-0.06169221109824336,0.03239325250395361,False
neural_qbfeat | wk7-13 | ATS any | edge>=0pt,879,0.5108077360637088,-0.024821594787465054,0.44109584191832646,-0.023805060918462937,-0.026072911859713842,0.025197680548234055,False
lean | wk7-13 | ATS any | edge>=0pt,879,0.5108077360637088,-0.024821594787465057,0.44109584191832646,-0.00018744142455478068,-0.055145362251961205,0.025224037954665265,False
ensemble | wk7-13 | ATS away | edge>=0pt,417,0.5107913669064749,-0.02485284499672985,0.5955897118900245,0.04796905222437142,-0.11888111888111882,0.031997891407485504,False
linear_qb | wk7-13 | ML favs | edge>=0.05,430,0.6976744186046512,-0.024896590323494238,0.4351743802015365,-0.028393342439518,-0.020039990162350103,0.025013178703215608,False
linear_qb | total>=48 | ML dogs | edge>=0.00,116,0.41379310344827586,-0.02493348393697722,0.8203536743331294,-0.032527484750454326,-0.00934579805668209,0.041934633632050605,False
ensemble | line<=3 | ATS dogs | edge>=0pt,613,0.5106035889070146,-0.025211330268426473,0.5136533166603229,0.059153175591531805,-0.10195412064570941,0.028070637849235636,False
lean_qb | line 3-7 | OU any | edge>=1.5pt,615,0.510569105691057,-0.02527716186252767,0.5118667661666764,-0.017213555675094094,-0.03511650804069572,0.02796520822351081,False
lean | all games | ATS dogs | edge>=1pt,1279,0.5105551211884285,-0.025303859549363813,0.3433708383569224,-0.014576141158419601,-0.038732394366197145,0.021033210332103324,False
neural_qbfeat | total<=44 | ATS away | edge>=0pt,525,0.5104761904761905,-0.02545454545454541,0.5417543505804278,-0.05714285714285709,0.002272727272727318,0.029335793357933584,False
neural_qbfeat | wk14+ | ATS dogs | edge>=1pt,433,0.5103926096997691,-0.025614108754986317,0.5772349862962787,-0.10856498873027795,0.07948595906711095,0.031338956246705324,False
linear | line<=3 | ATS home | edge>=1pt,386,0.5103626943005182,-0.025671219971738064,0.5979386942108058,0.020202020202020245,-0.06968158744808486,0.032156035846072746,False
lean | wk1-6 | OU over | edge>=3.0pt,145,0.5103448275862069,-0.025705329153604968,0.7469960937622935,-0.07528409090909087,0.01346801346801351,0.038824459673168166,False
linear_qb | total>=48 | ATS away | edge>=1pt,292,0.5102739726027398,-0.02584059775840593,0.6445010656447507,0.0052700922266140085,-0.10160427807486627,0.03429098576700053,False
linear_qb | line 3-7 | ATS any | edge>=0pt,976,0.5102459016393442,-0.025894187779433635,0.39707716974061297,-0.04545454545454541,-0.0030303030303029783,0.023537163943068002,False
elo | all games | ML any | edge>=0.05,1504,0.6309840425531915,-0.025942186150643618,0.22139037301924075,-0.0010871914409012415,-0.05526387556184693,0.015629942013705853,False
lean | line 3-7 | ML dogs | edge>=0.10,70,0.35714285714285715,-0.025965176611025896,0.8702432764004674,0.05774494891894734,-0.18640958387680792,0.04428044280442805,False
lean | line 3-7 | ML dogs | edge>=0.05,70,0.35714285714285715,-0.025965176611025896,0.8702432764004674,0.05774494891894734,-0.18640958387680792,0.04425408539799684,False
lean | line 3-7 | ML dogs | edge>=0.00,70,0.35714285714285715,-0.025965176611025896,0.8702432764004674,0.05774494891894734,-0.18640958387680792,0.04422772799156563,False
lean | wk14+ | ATS any | edge>=0pt,735,0.5102040816326531,-0.02597402597402593,0.4611374715444229,-0.07044264635887668,0.022147823847540604,0.026146547179757514,False
lean_qb | all games | OU any | edge>=0.0pt,2503,0.5101877746703956,-0.02600515744742668,0.1730043278287436,-0.01489203276247204,-0.03887147335423193,0.013574064312071693,False
vegas | line 3-7 | OU any | edge>=0.0pt,982,0.5101832993890021,-0.026013701166450617,0.39345258267790184,0.003081664098613295,-0.0602701068332997,0.02337901950448076,False
vegas | line 3-7 | OU under | edge>=0.0pt,982,0.5101832993890021,-0.026013701166450617,0.39345258267790184,0.003081664098613295,-0.0602701068332997,0.023405376910911966,False
neural_qbfeat | line>7 | ML any | edge>=0.00,599,0.8080133555926544,-0.0261490548367123,0.22173762512005762,-0.022062181352324715,-0.0320541699937458,0.01565629942013706,False
neural_qbfeat | wk14+ | OU under | edge>=0.0pt,347,0.5100864553314121,-0.026198585276395025,0.6099346945152835,0.0504567203131797,-0.14229249011857703,0.032814971006852926,False
lean | line<=3 | ATS dogs | edge>=0pt,596,0.5100671140939598,-0.02623550945698592,0.502759316685362,0.053977272727272776,-0.10123966942148757,0.02764891934633632,False
neural_qbfeat | wk7-13 | ATS home | edge>=0pt,447,0.5100671140939598,-0.026235509456985925,0.5618291243760464,-0.04928806133625407,0.0027548209366391697,0.03033737480231945,False
lean_qb | wk14+ | OU any | edge>=1.5pt,498,0.5100401606425703,-0.026286966046002145,0.5394577580064076,-0.012285012285012243,-0.04146063141879036,0.029204006325777545,False
linear | total<=44 | ATS away | edge>=1pt,400,0.51,-0.02636363636363632,0.5813940134006236,-0.021943573667711557,-0.03091832025842172,0.031549815498154984,False
linear_qb | line<=3 | ATS home | edge>=3pt,200,0.51,-0.026363636363636322,0.6971806368701343,0.020702070207020744,-0.07438016528925616,0.03642593568792831,False
ensemble | wk14+ | OU under | edge>=3.0pt,100,0.51,-0.026363636363636322,0.7839957965525776,0.1266766020864382,-0.2657342657342656,0.040590405904059046,False
vegas | line 3-7 | ML favs | edge>=0.00,985,0.6842639593908629,-0.0269685027448118,0.20363016311703622,-0.05654488743102526,0.007765794502573528,0.014786505007907222,False
vegas | line 3-7 | ML any | edge>=0.00,985,0.6842639593908629,-0.0269685027448118,0.20363016311703622,-0.05654488743102526,0.007765794502573528,0.014760147601476016,False
linear | line 3-7 | ML favs | edge>=0.05,550,0.6854545454545454,-0.026974136108902126,0.3411053577690523,-0.06900213203081279,0.02129239045766717,0.02087506589351608,False
elo | line 3-7 | ATS away | edge>=1pt,310,0.5096774193548387,-0.026979472140762427,0.6195899910439305,0.016675632060247487,-0.07930367504835587,0.03318397469688983,False
ensemble | wk7-13 | ATS any | edge>=0pt,879,0.5096700796359499,-0.026993484331368257,0.40220806441090734,0.019493908153702017,-0.08421781264420854,0.02374802319451766,False
ensemble | all games | ML favs | edge>=0.05,1079,0.7015755329008341,-0.027000514915715423,0.1751578161295309,-0.01817873684893083,-0.0386051285529235,0.013679493937796522,False
lean | line 3-7 | OU under | edge>=1.5pt,259,0.5096525096525096,-0.027027027027026973,0.6495813899743429,0.03259005145797603,-0.12181818181818177,0.034633632050606225,False
linear_qb | wk14+ | ML any | edge>=0.05,506,0.6304347826086957,-0.027149914756632205,0.4592795584492888,-0.032799996664233576,-0.020529861706094967,0.02606747496046389,False
neural_qbfeat | line>7 | OU under | edge>=0.0pt,261,0.5095785440613027,-0.02716823406478574,0.6466036369486784,0.055865921787709535,-0.20842572062084253,0.03444913020558777,False
lean | wk7-13 | ATS home | edge>=0pt,471,0.5095541401273885,-0.0272148233931673,0.5367353342781783,-0.02659001077973406,-0.027939949958298536,0.029072219293621512,False
ensemble | all games | ML any | edge>=0.00,2517,0.6515693285657529,-0.02731094887826255,0.07395461661238659,-0.02971855370982771,-0.02452580190087355,0.00782814971006853,False
lean | total>=48 | ML any | edge>=0.05,337,0.6379821958456974,-0.027336605012330505,0.5223848886234324,0.004736001086248897,-0.08844044938979644,0.028492356352134953,False
lean | line<=3 | ATS away | edge>=1pt,265,0.5094339622641509,-0.027444253859348143,0.6407181367864381,0.04784688995215316,-0.1033057851239669,0.03421191354770691,False
elo | wk14+ | ATS home | edge>=0pt,371,0.5094339622641509,-0.027444253859348157,0.5805034048787794,-0.07528409090909087,0.023869984763839554,0.031497100685292566,False
lean | wk1-6 | OU any | edge>=1.5pt,532,0.5093984962406015,-0.027511961722487977,0.5068016489685938,-0.10046224961479193,0.06329113924050637,0.027754348972061152,False
linear_qb | all games | ML any | edge>=0.05,1669,0.609946075494308,-0.02753379046606496,0.18687683164813268,-0.016921048574794758,-0.041251634037061204,0.014180284659989457,False
elo | total<=44 | ATS any | edge>=1pt,801,0.5093632958801498,-0.02757916241062304,0.41397442192649403,-0.0252525252525252,-0.029658284977433867,0.024354243542435428,False
linear | wk7-13 | ATS away | edge>=3pt,161,0.5093167701863354,-0.02766798418972328,0.7143239035472563,0.029411764705882398,-0.12634822804314325,0.03726937269372694,False
ensemble | all games | ATS any | edge>=1pt,1777,0.5092853123241418,-0.0277280401084565,0.22096841143243492,-0.014979870798614322,-0.04308594631175272,0.015577227200843438,False
linear_qb | line>7 | ML any | edge>=0.10,152,0.7763157894736842,-0.027799520430228118,0.5676455807390869,0.031188149788606657,-0.15560613923770342,0.030706378492356353,False
ensemble | line 3-7 | ATS any | edge>=0pt,976,0.5092213114754098,-0.02785022354694482,0.3624212580736135,-0.001901140684410599,-0.05818181818181815,0.02198207696362678,False
neural_qbfeat | wk7-13 | OU under | edge>=0.0pt,434,0.5092165898617511,-0.027859237536656856,0.5438894485952437,0.023715415019762893,-0.11795166858457991,0.029414865577227202,False
lean | wk7-13 | ATS dogs | edge>=0pt,597,0.509212730318258,-0.027866605756052938,0.47623161403358705,0.0026975991367683212,-0.06748251748251745,0.0268318397469689,False
lean_qb | wk7-13 | ML favs | edge>=0.05,352,0.7017045454545454,-0.0278990146061726,0.4238655790922448,-0.03439756685585525,-0.018729824445661458,0.02477596204533474,False
elo | total<=44 | ML favs | edge>=0.05,467,0.7173447537473233,-0.027951962809875528,0.3387177896440339,0.05109808795370767,-0.09716044098843432,0.02069056404849763,False
linear_qb | wk7-13 | ATS away | edge>=1pt,328,0.5091463414634146,-0.027993348115299292,0.5961935482201233,0.012987012987013038,-0.08884297520661154,0.032050606220347916,False
neural_qbfeat | wk7-13 | ATS away | edge>=1pt,328,0.5091463414634146,-0.027993348115299296,0.5961935482201233,0.03030303030303036,-0.1072596468279921,0.03202424881391671,False
neural_qbfeat | all games | OU any | edge>=1.5pt,1752,0.5091324200913242,-0.028019925280199212,0.21941304028299846,-0.013368983957219213,-0.045454545454545414,0.01547179757511861,False
ensemble | line 3-7 | ATS home | edge>=1pt,387,0.5090439276485789,-0.02818886539816769,0.5620571164219207,-0.054812834224598886,0.001490312965722844,0.03036373220875066,False
linear | line 3-7 | ML any | edge>=0.05,684,0.6198830409356725,-0.028270633520174625,0.3769828347327835,-0.07356647353661692,0.03181568486898352,0.022799156562994204,False
ensemble | wk1-6 | ML favs | edge>=0.10,133,0.6917293233082706,-0.028293526919910623,0.6266266715831715,-0.0793116247863373,0.03973060356865829,0.033473906167633107,False
lean_qb | line>7 | ATS dogs | edge>=3pt,167,0.5089820359281437,-0.028307022318998325,0.7028468179083517,-0.054545454545454494,0.01612903225806456,0.03666315234580918,False
lean_qb | all games | ML any | edge>=0.10,618,0.5728155339805825,-0.028348707981699334,0.449210339004673,0.03312196685773857,-0.09697692715175674,0.025593041644702164,False
ensemble | total>=48 | ATS away | edge>=1pt,224,0.5089285714285714,-0.028409090909090867,0.6571043479876559,4.833624052789797e-17,-0.08264462809917351,0.03494992092778071,False
elo | wk7-13 | ATS away | edge>=3pt,112,0.5089285714285714,-0.028409090909090867,0.7544049781497981,0.06779661016949157,-0.1355060034305317,0.039272535582498685,False
linear_qb | wk1-6 | ML any | edge>=0.00,858,0.6165501165501166,-0.028496899734547415,0.31448758325243537,-0.02169476692543998,-0.03624895632747034,0.019609910384818133,False
neural_qbfeat | wk7-13 | OU any | edge>=3.0pt,395,0.5088607594936709,-0.028538550057537356,0.5531589251581427,-0.0007736943907156288,-0.06931818181818178,0.029942013705851346,False
linear_qb | all games | ATS away | edge>=3pt,511,0.5088062622309197,-0.02864259028642586,0.4982389448948869,-0.013146853146853104,-0.05571847507331374,0.02741170268845546,False
neural_qbfeat | line>7 | ATS away | edge>=3pt,228,0.5087719298245614,-0.028708133971291825,0.650838964441716,-0.007272727272727219,-0.0699300699300699,0.034765419082762254,False
neural_qbfeat | line>7 | ML any | edge>=0.05,337,0.7922848664688428,-0.028782208647236778,0.35708788038811123,-0.03552184101061989,-0.018444727428213074,0.021639430680021086,False
ensemble | total<=44 | ML any | edge>=0.00,1073,0.641192917054986,-0.028899703965390336,0.23293944569249753,-0.0029217182228663376,-0.050570228824111225,0.016157090142329994,False
linear | total>=48 | ML any | edge>=0.05,440,0.6068181818181818,-0.028907488673859904,0.47627971427258564,-0.0014624905605346904,-0.0936441636129247,0.026858197153400105,False
neural_qbfeat | wk7-13 | ML favs | edge>=0.05,448,0.6897321428571429,-0.028917217987499116,0.362649727543706,-0.06310199485695661,0.015034637987517646,0.022008434370057988,False
ensemble | wk7-13 | ATS home | edge>=0pt,462,0.5086580086580087,-0.028925619834710703,0.515544198577704,-0.007272727272727228,-0.05445969125214404,0.028176067474960466,False
linear | total>=48 | ML any | edge>=0.10,243,0.5596707818930041,-0.028927287634497457,0.6341726387184425,-0.023482243932571516,-0.045534670925371584,0.03379019504480759,False
linear_qb | wk14+ | ATS home | edge>=0pt,405,0.508641975308642,-0.02895622895622892,0.5423245444044316,-0.05519480519480515,-0.004349717268377513,0.029388508170795996,False
lean_qb | wk14+ | ATS dogs | edge>=0pt,464,0.5086206896551724,-0.028996865203761723,0.5135995735024048,-0.06765327695560248,0.019417475728155383,0.028044280442804426,False
neural_qbfeat | wk7-13 | ATS dogs | edge>=0pt,639,0.5086071987480438,-0.029022620571916315,0.44271518274131205,-0.01570950296162757,-0.045454545454545414,0.02532946758039009,False
neural_qbfeat | line 3-7 | ATS home | edge>=1pt,407,0.5085995085995086,-0.029037301764574443,0.5401949213142051,-0.11024269847799255,0.06744868035190622,0.02928307854507117,False
vegas | all games | ATS away | edge>=0pt,2464,0.5085227272727273,-0.02918388429752062,0.12925729202163017,-0.009406756385608306,-0.052153110047846854,0.010938323668950976,False
vegas | all games | ATS any | edge>=0pt,2464,0.5085227272727273,-0.02918388429752062,0.12925729202163017,-0.009406756385608306,-0.052153110047846854,0.010911966262519768,False
lean_qb | all games | OU any | edge>=3.0pt,885,0.5084745762711864,-0.029275808936825843,0.3620107518076666,-0.04351834777798263,-0.011363636363636324,0.021955719557195573,False
lean_qb | line<=3 | ATS dogs | edge>=0pt,594,0.5084175084175084,-0.02938475665748388,0.4537047962918802,0.05236106649534217,-0.10377082724349601,0.02575118608328941,False
lean_qb | total>=48 | ML any | edge>=0.05,326,0.6319018404907976,-0.029446273283220862,0.5030507321626124,-0.008505431549356068,-0.06945823873899816,0.02767527675276753,False
neural_qbfeat | total<=44 | ML favs | edge>=0.05,526,0.6939163498098859,-0.029469509764224713,0.31032171051112895,-0.012300860218740646,-0.04398756078338843,0.019530838165524513,False
ensemble | all games | OU any | edge>=3.0pt,962,0.5083160083160083,-0.02957852957852954,0.33692917311257803,-0.014427255345037329,-0.04762890867674463,0.020558777016341595,False
lean | wk14+ | OU over | edge>=0.0pt,482,0.508298755186722,-0.02961146737080343,0.4965474968175939,-0.05347593582887695,-0.006333830104321862,0.02738534528202425,False
lean_qb | wk7-13 | ML any | edge>=0.00,904,0.6603982300884956,-0.02962227868288569,0.2293278940488332,-0.03532013783626885,-0.022570472799985745,0.015972588297311543,False
ensemble | total<=44 | ATS away | edge>=3pt,181,0.5082872928176796,-0.029633350075338964,0.6774948323243423,0.027972027972028017,-0.08787878787878782,0.03574064312071692,False
linear | line>7 | ATS dogs | edge>=1pt,303,0.5082508250825083,-0.029702970297029663,0.5890190609510016,-0.07044264635887668,0.03977272727272733,0.03173431734317343,False
ensemble | line 3-7 | OU any | edge>=0.0pt,982,0.5081466395112016,-0.02990187002406957,0.3266955664462522,-0.0005136106831021562,-0.06450312437008664,0.020189773326304693,False
lean | wk14+ | OU any | edge>=0.0pt,748,0.5080213903743316,-0.03014098201263972,0.3883421865641671,-0.01101218369259601,-0.05075757575757572,0.023220875065893515,False
lean_qb | total<=44 | ML any | edge>=0.10,328,0.5609756097560976,-0.03019213696714262,0.5669868532781782,0.05855830269716935,-0.10970842683979208,0.030680021085925147,False
elo | total>=48 | ATS away | edge>=0pt,313,0.5079872204472844,-0.03020621550972985,0.5765446393026482,0.012804097311139604,-0.12181818181818177,0.03131259884027412,False
linear | total>=48 | ML favs | edge>=0.00,589,0.6876061120543294,-0.03022557093829801,0.2757164541943189,-0.05395318279102108,0.018836209819676247,0.018028465998945704,False
linear_qb | wk14+ | ATS dogs | edge>=1pt,315,0.5079365079365079,-0.030303030303030262,0.5741005694140411,-0.07125307125307122,0.02797202797202801,0.031128096995255667,False
lean_qb | all games | ATS away | edge>=3pt,315,0.5079365079365079,-0.030303030303030262,0.5741005694140411,0.06779661016949157,-0.15612648221343867,0.031180811808118082,False
lean_qb | wk1-6 | OU any | edge>=3.0pt,315,0.5079365079365079,-0.030303030303030262,0.5741005694140411,-0.1125307125307125,0.08671328671328678,0.031154454401686876,False
elo | line<=3 | ML any | edge>=0.05,551,0.5045372050816697,-0.030377508642979733,0.4710508441420922,0.03642148017063361,-0.09317796643605988,0.026620980495519243,False
ensemble | wk1-6 | OU any | edge>=3.0pt,317,0.5078864353312302,-0.030398623458560325,0.5716729694578949,-0.0804378867206092,0.0454545454545455,0.030890880337374804,False
linear | total<=44 | OU over | edge>=3.0pt,382,0.5078534031413613,-0.030461684911946646,0.5336710675857907,-0.0699300699300699,-0.0032180209171359113,0.028861360042171852,False
neural_qbfeat | total>=48 | ATS dogs | edge>=1pt,382,0.5078534031413613,-0.030461684911946656,0.5336710675857906,-0.0158562367864693,-0.06085043988269791,0.028835002635740643,False
neural_qbfeat | wk14+ | ATS dogs | edge>=0pt,510,0.5078431372549019,-0.030481283422459853,0.471532666217976,-0.09284332688588004,0.046650717703349324,0.02664733790195045,False
ensemble | wk7-13 | ATS dogs | edge>=0pt,640,0.5078125,-0.030539772727272686,0.4188975041147771,0.013204672422549565,-0.08607350096711795,0.0246178176067475,False
lean | total<=44 | ATS dogs | edge>=1pt,583,0.5077186963979416,-0.030718852331202206,0.43779019523452156,-0.04864700516874426,-0.011843790012804056,0.02506589351607802,False
elo | all games | ML favs | edge>=0.05,1106,0.7079566003616636,-0.0307529729343465,0.11127042197666291,-0.0261200296682751,-0.036450745902700435,0.009831312598840274,False
elo | total<=44 | ATS any | edge>=0pt,1044,0.5076628352490421,-0.03082549634273768,0.2971651643157496,-0.04144385026737965,-0.021927016645326463,0.01889826041117554,False
linear | total<=44 | ATS any | edge>=0pt,1044,0.5076628352490421,-0.03082549634273768,0.2971651643157496,-0.01336898395721921,-0.04545454545454542,0.01892461781760675,False
elo | all games | ATS away | edge>=0pt,1182,0.5076142131979695,-0.030918320258421745,0.2658255296885425,0.0027244049326068677,-0.0698407431984074,0.017659462308908802,False
neural_qbfeat | line<=3 | ATS home | edge>=1pt,396,0.5075757575757576,-0.030991735537190045,0.5190727898854276,-0.032010243277848856,-0.029806259314456,0.028360569319978914,False
ensemble | wk1-6 | OU any | edge>=0.0pt,859,0.5075669383003493,-0.03100857233569686,0.3415410803350566,-0.04337492572786686,-0.01681818181818177,0.020901423299947288,False
lean | wk14+ | OU under | edge>=0.0pt,266,0.5075187969924813,-0.031100478468899472,0.5962458322607498,0.0563636363636364,-0.14420062695924757,0.03207696362677913,False
neural_qbfeat | total>=48 | ML any | edge>=0.05,466,0.6051502145922747,-0.03113567852094047,0.4292944594670479,-0.030677654654783656,-0.032180747060622225,0.024855034264628362,False
linear | all games | OU any | edge>=3.0pt,1074,0.5074487895716946,-0.03123412899949209,0.28397652691747644,-0.02673796791443846,-0.03719008264462805,0.018371112282551397,False
lean_qb | line 3-7 | ML favs | edge>=0.05,472,0.684322033898305,-0.03129681838622217,0.3052051687855097,-0.05371025267743702,-0.004504945768351394,0.019240906694781235,False
lean_qb | wk1-6 | OU any | edge>=1.5pt,546,0.5073260073260073,-0.03146853146853142,0.4418079273801401,-0.09569377990430618,0.049211119459053376,0.025250395361096467,False
linear | all games | ATS any | edge>=0pt,2464,0.5073051948051948,-0.03150826446280988,0.1014766292232677,-0.013732491073880757,-0.05215311004784685,0.009304164470216132,False
linear_qb | all games | OU any | edge>=1.5pt,1786,0.5072788353863382,-0.03155858698971796,0.1625972086440759,-0.006357279084551765,-0.06369426751592352,0.012967843964153928,False
lean | line 3-7 | OU over | edge>=0.0pt,550,0.5072727272727273,-0.03157024793388426,0.4386608987964065,-0.052272727272727235,-0.010101010101010059,0.025118608328940435,False
ensemble | total>=48 | ML favs | edge>=0.00,626,0.6837060702875399,-0.03165927270823226,0.2426043377576522,-0.054752864707938914,0.017170461619505677,0.016631523458091723,False
ensemble | all games | ATS away | edge>=1pt,852,0.5070422535211268,-0.03201024327784887,0.32817263653636064,0.005211349160393804,-0.07802433786685752,0.020268845545598314,False
neural_qbfeat | all games | ML favs | edge>=0.00,2070,0.6932367149758454,-0.03226865063647275,0.027060574484285987,-0.04513699751791574,-0.017703961426683002,0.003690036900369004,False
ensemble | wk1-6 | ML any | edge>=0.00,858,0.6258741258741258,-0.032274582365794925,0.24067457707083373,-0.0015080868772925356,-0.06733764580281637,0.016552451238798102,False
lean_qb | line 3-7 | ATS away | edge>=1pt,290,0.506896551724138,-0.03228840125391845,0.5656739864767661,0.02975206611570254,-0.11418181818181813,0.03057459146020032,False
linear | total>=48 | ATS dogs | edge>=1pt,294,0.5068027210884354,-0.03246753246753242,0.560830562376892,-0.0051216389244557545,-0.10437710437710435,0.030284659989457036,False
lean | line>7 | ATS dogs | edge>=1pt,369,0.5067750677506775,-0.03252032520325199,0.5137680301259978,-0.06205533596837939,0.01635055591890129,0.02809699525566684,False
ensemble | wk14+ | ML any | edge>=0.05,430,0.641860465116279,-0.03253833409469462,0.39815561677177286,-0.059591335208400986,-0.0017167557114172098,0.023589878755930417,False
neural_qbfeat | wk14+ | ATS away | edge>=3pt,148,0.5067567567567568,-0.032555282555282505,0.6798097548993849,-0.0559440559440559,0.004784688995215353,0.03581971534001054,False
ensemble | line>7 | ML favs | edge>=0.00,594,0.8164983164983165,-0.03260380639781915,0.08771388651600703,-0.02010719312201871,-0.050780698435347056,0.00867158671586716,False
elo | line>7 | ATS dogs | edge>=3pt,223,0.5067264573991032,-0.032613126783530316,0.6111807731979467,-0.052422030524220266,-0.0010570824524312474,0.03294675803900896,False
ensemble | total>=48 | ATS any | edge>=3pt,150,0.5066666666666667,-0.03272727272727269,0.6761494006544297,0.05648720211827012,-0.22823984526112176,0.0356615709014233,False
ensemble | line<=3 | ATS dogs | edge>=1pt,452,0.5066371681415929,-0.032783588093322574,0.4661144641812013,0.03812316715542527,-0.09825918762088971,0.026383763837638376,False
linear_qb | line 3-7 | ATS any | edge>=1pt,766,0.5065274151436031,-0.03299311654403035,0.33933359771437915,-0.060957603881037714,0.002985074626865714,0.020743278861360043,False
neural_qbfeat | line 3-7 | ML favs | edge>=0.10,290,0.6793103448275862,-0.03300083985325315,0.40185400573934765,-0.07343574829950685,0.01817459114903667,0.023695308381655247,False
elo | line>7 | ATS dogs | edge>=0pt,462,0.5064935064935064,-0.03305785123966939,0.4574706885025527,-0.05232177894048393,-0.003952569169960427,0.02590933052187665,False
linear_qb | total>=48 | ML any | edge>=0.00,702,0.6410256410256411,-0.033080316425334835,0.26009797845013366,-0.05929691707871122,0.020720707524202804,0.017501317870321564,False
neural_qbfeat | line>7 | ML favs | edge>=0.00,588,0.8163265306122449,-0.03327482062953156,0.08292440286928997,-0.023852061985044876,-0.046842029134248904,0.00848708487084871,False
linear | line 3-7 | ML dogs | edge>=0.00,134,0.35074626865671643,-0.03359207811868116,0.7706834029909714,-0.08754476939814206,0.10270945774522003,0.03990511333684765,False
linear | line 3-7 | ML dogs | edge>=0.05,134,0.35074626865671643,-0.03359207811868116,0.7706834029909714,-0.08754476939814206,0.10270945774522003,0.039878755930416454,False
linear | line 3-7 | ML dogs | edge>=0.10,134,0.35074626865671643,-0.03359207811868116,0.7706834029909714,-0.08754476939814206,0.10270945774522003,0.03985239852398524,False
neural_qbfeat | wk1-6 | ML favs | edge>=0.10,211,0.6729857819905213,-0.033629615254603944,0.48032455117030526,-0.04429426019662412,-0.013040925713759477,0.02704269899841856,False
